Type,Category,Title,Author,URL,Description,Topic ID,Rating Avg,Rating Value
InputFile,GeneralInput,SURF_TRACTION,Sheldon Imaoka (CSI),http://ansys.net/input/surf_traction.inp,Shows surface effect element for traction load application.,104,10,6
InputFile,GeneralInput,NIP,Dave Lindeman (3M),http://ansys.net/input/nip.inp,Example analysis of a head/media/roller NIP (structural nonlinear).  Shows use of *VWRITE to write out an ABAQUS input deck.,105,6.666666667,9
InputFile Macros,GeneralInput Prep7,ANS2ABA,Dave Lindeman (3M),http://ansys.net/macros/ans2aba.mac,"This macro (actually, an input file of an ABAQUS verification problem) provides an example of using ANSYS to preprocess and write out an ABAQUS input deck.  From the author: ""Note that this is an APDL script that illustrates a translation procedure and NOT an independent macro (i.e., this is just a starting place for others -- customization IS required).""",106,9.776785714,112
InputFile,GeneralInput,COMPFILLET,"Joe Metrisin (Florida Turbine Technologies, Inc.)",http://ansys.net/input/compfillet.inp,"<i>""One way I've used to create a compound fillet or spline shape during an optimization run is by use of an elliptical coordinate system.  You can get a very well behaved ellipse suitable for optimization with only 3-4 parameters.  The procedure is to create two keypoints, and a local cylindrical coordinate system with the par1 option.  Then, a line created between these two keypoints will have an elliptical shape.</i><br>",107,10,19
InputFile,GeneralInput,SILICON,"Steve Groothuis (Micron Technology, Inc.)",http://ansys.net/input/silicon.mat,"Although strictly not an input file, the ""silicon.mat"" file contains temp-dependent properties of silicon.  See <a href=""input/silicon.html"">this email from S. Groothuis</a> for more informaiton.",108,7.916666667,12
InputFile,GeneralInput,SPRING,Dave Lindeman (3M),http://ansys.net/input/spring.inp,Attached is an input file that sets up and runs an analysis for a variable radius (hyperbolic) compression spring.  You should be able to modify it for your needs.,109,8.709677419,31
InputFile,GeneralInput,IN-3D,"Vladimir Zhulin (ANSYS, Inc.)",http://ansys.net/input/in-3d.inp,"3D beam under electrostatic load.  Coupled-field problem using TRANS126 elements.  Requires <a href=""macros/emtgen.mac"">EMTGEN</a> macro.",110,4.736842105,19
Macros,Fix55,CYCGEN,"(ANSYS, Inc.)",http://ansys.net/macros/55/cycgen.mac,"Class3 Error 1999-24, SCOPUS #6957<br>Corrects problem if internal CE exist for modal cyclic symmetry models<br>",111,9.9,50
Macros,Fix55,CYCSOL,"(ANSYS, Inc.)",http://ansys.net/macros/55/cycsol.mac,"Class3 Error 1999-24, SCOPUS #6957<br>Corrects problem if internal CE exist for modal cyclic symmetry models<br>",112,8.75,4
Macros,Fix55,HRCPLX,"(ANSYS, Inc.)",http://ansys.net/macros/55/hrcplx.mac,"Class3 Error 1999-26, SCOPUS #7034<br>Reverses sign for phase angle<br>",113,9.583333333,12
Macros,Fix55,MULTIPRO,"(ANSYS, Inc.)",http://ansys.net/macros/55/multipro.mac,"SCOPUS #6743<br>Gets rid of ""Unknown Expression in input line"" msg<br>",114,10,16
Macros,Fix56,LKPZERO,"(ANSYS, Inc.)",http://ansys.net/macros/56/lkpzero.mac,SCOPUS #7401<br>A failed AMESH/VMESH may generate lines with keypoints zero and zero at 5.6.0.  This macro clears up the database and fixes this problem.<br>,115,9.333333333,15
Macros,Fix56 PostProc,SET_L,"(ANSYS, Inc.)",http://ansys.net/macros/set_l.mac,"At 5.6, SET in GUI results in dialog box rather than text listing as in 5.5.  This provides short results set summary (equivalent to SET,LIST in 5.5).",117,10,6
Macros,Fix56 PostProc,SET_L2,"(ANSYS, Inc.)",http://ansys.net/macros/set_l2.mac,"At 5.6, SET in GUI results in dialog box rather than text listing as in 5.5.  This provides long results set summary (equivalent to SET,LIST,2 in 5.5).",118,9.375,8
Macros,Prep7,MULTREAD,Sean Harvey (CSI),http://ansys.net/macros/multread.mac,Macro that facilitates importing multiple part iges files into ANSYS at 5.5.x,119,10,3
Macros,Prep7,MULTP2,Sean Harvey (CSI),http://ansys.net/macros/multp2.mac,"Macro that facilitates importing multiple parts using the Connection product for Pro/E at 5.5.x.  Note that from 5.6.1, importing of Pro/E assembly is supported (it is a beta feature in 5.6.0)<br>",120,3.333333333,3
Macros,Prep7,IM60,Steven Varnam (IDAC),http://ansys.net/macros/im60.mac,"IM60 modifies the currently selected line set to have an orientation keypoint, which is required for meshing the lines with either BEAM44 or BEAM188/189. The orientation keypoints are automatically generated and all the line attributes are kept.<br>",121,5.833333333,6
Macros,Prep7,AFACE,John Crawford (Honeywell),http://ansys.net/macros/aface.mac,Used to generate areas from selected shell elements.  Useful to create volume from imported FE mesh.,122,10,21
Macros,Prep7,INS_SEC,Bill Bulat (CSI),http://ansys.net/macros/instantaneous_secant_TCE.zip,"Macro to convert instantaneous thermal coefficients of expansion to secant values, with example input file.  (This is a zipped file)",123,0,2
Macros,Prep7,VOL,"John Swanson (SAS, Inc./ANSYS, Inc.)",http://ansys.net/macros/vol.mac,Used to calculate total volume of selected elements.,124,10,6
Macros,Prep7,X_NOFFST,Shen-Yeh Chen (Honeywell),http://ansys.net/macros/x_noffst.mac,"Copies nodes (and elements) by x, y, z offset.  Example of the use of a vector command with NMODIF.",125,10,2
Macros,Prep7,LPROJ,John Crawford (Honeywell),http://ansys.net/macros/lproj.mac,"Here is a macro I wrote several years ago that projects lines onto the working plane.  It's a little crude, but works okay.  I use it all the time to project IGES geometry onto the working plane (placed at global Z=0) to straighten lines that are slightly bent or not at Z=0.  You still have to recreate your areas and all that sort of stuff, which is kind of a pain.",126,10,6
Macros,Prep7,FILDEL,John Crawford (Honeywell),http://ansys.net/macros/fildel.mac,A macro to remove a fillet radius and connect the neighboring two lines with a sharp corner.,127,10,1
Macros,Prep7,HPKP,John Crawford (Honeywell),http://ansys.net/macros/hpkp.mac,A macro which creates a hardpoint on an area using existing keypoints.,128,10,2
Macros,Prep7,ALSM,John Crawford (Honeywell),http://ansys.net/macros/alsm.mac,"I ended up writing a macro that selects/reselects/unselects meshed areas, and then copied it and modified it for doing the same with volumes.",129,10,6
Macros,Prep7,VLSM,John Crawford (Honeywell),http://ansys.net/macros/vlsm.mac,"I ended up writing a macro that selects/reselects/unselects meshed areas, and then copied it and modified it for doing the same with volumes.",130,0,0
Macros,Prep7,MSHDVOLS,Bob Weathers (Trane),http://ansys.net/macros/mshdvols.mac,Selects meshed volumes.,131,10,2
Macros,Prep7,SPLTARCS,John Crawford (Honeywell),http://ansys.net/macros/spltarcs.mac,"A macro that splits the selected arcs into two pieces.  this is done to avoid problems when using NUMM,KP with circles made from two 180 degree arcs..",132,10,4
Macros,Prep7,MVSUM,Alex Ng (ASM Assembly Automation Ltd.),http://ansys.net/macros/mvsum.mac,Calculates total mass of selected volumes.,133,6.666666667,3
Macros,Prep7,NOD2KP,(EMI),http://ansys.net/macros/nod2kp.mac,"This is an ANSYS macro to move an existing node to the location of an existing keypoint. User picks single node to be moved,  then picks single keypoint to move it to.",134,6.666666667,3
Macros,Prep7,E72TO45,Tim Lansberry,http://ansys.net/macros/e72to45.mac,This is an ANSYS macro that converts solid72 elements to solid45 elements. It defines a new element type for the solid45 elements.,135,6.666666667,6
Macros,Prep7,E92TO142,Tim Lansberry,http://ansys.net/macros/e92to142.mac,This is an ANSYS macro that converts solid92 elements to fluid142 elements. It defines a new element type for the fluid elements. Useful for creating models for FLOTRAN converted from other CAD packages which use a solid element type.,136,10,8
Macros,Prep7,E72TO142,Tim Lansberry,http://ansys.net/macros/e72to142.mac,This is an ANSYS macro that converts solid72 elements to fluid142 elements. It defines a new element type for the fluid elements. Useful for creating models for FLOTRAN converted from other CAD packages which use a solid element type.,137,10,5
Macros,Prep7,GETMASS,Sheldon Imaoka (CSI),http://ansys.net/macros/getmass.mac,"This is a macro which *GET density and volume of selected elements and provides total volume and total mass of selected elements.<br>May be useful for 2D axisymmetric elements, too.<br>See <a href=""?mycat=tips"">Tips</a> section for CSI's Tip of the Week on mass property calculation.",138,10,8
Macros,Prep7,MASSPROP,Bill Bulat (CSI),http://ansys.net/macros/massprop.mac,Calculates accurate mass properties via inertial relief method.,139,10,6
Macros,Prep7,IM63,Steve Varnam (IDAC),http://ansys.net/macros/im63.mac,Creates a spider between master and slave nodes.,140,10,3
Macros,Prep7,PARA-2,Mike Rife (CSI),http://ansys.net/macros/para-2.mac,"Creates parabola, ellipse, or hyperbola.",141,8.75,12
Macros,Prep7,AREATEST,"(ANSYS, Inc.)",http://ansys.net/macros/areatest.mac,"Tests areas for consistent normals (not needed at 5.6 since /PSYM,ADIR,1 allows plotting of normals).  Also, you may need to rename this macro ""ATEST"" or ""NORMALS"" since ""AREAS"" is a status topic command.",142,10,2
Macros,Prep7,A_FILMAX,Ernst Hustedt (Air New Zealand Engineering),http://ansys.net/macros/a_filmax.mac,Calculate maximum possible fillet radius for lines 1 and 2 and store in variable FILMAX.,143,9.75,20
Macros,Prep7,V_BY_2A,"Michael W. Hiller (In2 Solutions, Inc.)",http://ansys.net/macros/v_by_2a.mac,"Creates a volume by picking two opposed areas.  From the author:<br><i>""It was meant for the case where you have two opposite areas each area having 4 lines (4 keypoints).  It will automate volume creation from 2 areas, or you can modify it as necessary.  It includes logic to (try to) avoid unnecessary twisting (bowtie).""</i><br>",144,10,4
Macros,Prep7,CMF,Ernst Hustedt (Air New Zealand Engineering),http://ansys.net/macros/cmf.mac,Make a compound fillet at two straight lines.,145,10,1
Macros,Prep7,KCOR,Don Shaffer (Siemens Westinghouse Power Corp),http://ansys.net/macros/kcor.mac,Lists selected keypoints in CSYS 0 and 1.,146,10,1
Macros,Prep7,P_NLIST,"Chris Kennedy (Think PEAK, Inc.)",http://ansys.net/macros/p_nlist.mac,A special version of NLIST to list nodes in the active coordinate system.,147,10,1
Macros,Prep7,GETREAL,Bob Weathers (Trane),http://ansys.net/macros/getreal.mac,An example of how to parse through real constants which have been previously defined.,148,10,2
Macros,Prep7,CNVG_TIME,Mitch Voehl (CEC Corp),http://ansys.net/macros/cnvg_time.mac,Macro to get last converged substep.,149,10,1
Macros,Prep7,A_NUM,Mitch Voehl (CEC Corp),http://ansys.net/macros/a_num.mac,Macro to get area number by keypoint number.,150,7.727272727,11
Macros,Prep7,INT_AREAS,Mitch Voehl (CEC Corp),http://ansys.net/macros/int_areas.mac,"<i>From the author</i>: ""I've attached a macro which can find interior areas (holes) in some circumstances.  Prior to running the macro, first create all of your areas and then perform and area overlap or area partition to divide them up.  Then run the macro.  The macro will save the interior areas as the component 'int_a'.""",151,0,2
Macros,Prep7,ROTV,John Crawford (Honeywell),http://ansys.net/macros/rotv.mac,A macro to rotate the currently selected volumes about an axis.,152,10,3
Macros,Prep7,ROTATE,"Joe Metrisin (Florida Turbine Technologies, Inc.)",http://ansys.net/macros/rotate.grn,Here's a UIDL function (Granule file) I wrote a while back to rotate any geometric or finite element entity about any local or global coordinate system axis.,153,10,6
Macros,Prep7,GETLK,John Crawford (Honeywell),http://ansys.net/macros/getlk.mac,"Loops through repeated LSLK, KSLL commands",154,0,0
Macros,Prep7,GETAL,John Crawford (Honeywell),http://ansys.net/macros/getal.mac,"Loops through repeated ASLL, LSLA commands",155,0,0
Macros,Prep7,GETVA,John Crawford (Honeywell),http://ansys.net/macros/getva.mac,"Loops through repeated VSLA, ASLV commands",156,10,1
Macros,Prep7 GeneralUse,MG,John Crawford (Honeywell),http://ansys.net/macros/mg.mac,"Zooms in, out or autoscales images then does a replot<br>
<i>""When I want to zoom in by a factor of two I enter MG,2.  If I want to zoom out I enter something like MG,.1.  If I want to autoscale I just enter MG.  It replots the last display, which is usually what I want to do anyway.""</i>",157,10,4
Macros,Prep7,LREGEN,John Crawford (Honeywell),http://ansys.net/macros/lregen.mac,Recreates selected lines by fitting b-splines through points on line.  Useful with some imported IGES geometry,158,10,3
Macros,Prep7,AXIGET,Rod Scholl (PADT),http://ansys.net/macros/axiget.mac,Selects axi-symmetric elements based upon their keyopts.  (PLANE42/82 Only),159,10,2
Macros,Prep7,GPLT,Eric Miller (PADT),http://ansys.net/macros/gplt.mac,Simplified interface for GPLOT command,160,0,0
Macros,Prep7,DISTCALC,Carl Ostervig (Tech Inno),http://ansys.net/macros/distcalc.mac,"This macro calculates the distance between two nodes, selected by picking. Normally this facility is available in the preprocessor only. This macro works in all processors.",161,9,5
Macros,Prep7,A2GLUE,Eric Miller (PADT),http://ansys.net/macros/a2glue.mac,"Work around for standard AGLUE that avoids the ""ungluing"" that can occur",162,8.888888889,9
Macros,Prep7,V2GLUE,Eric Miller (PADT),http://ansys.net/macros/v2glue.mac,"Work around for standard VGLUE that avoids the ""ungluing"" that can occur",163,10,7
Macros,Prep7,ACAL,(Tech Inno),http://ansys.net/macros/acal.mac,"This macro calculates the sum of areas for all selected elements.
<p>Macro amended by S. Kukula (Dyson Ltd) with *VMASK to account for non-consecutive area numbering.</p>",164,5.5,20
Macros,Prep7,ACMN,Eric Miller (PADT),http://ansys.net/macros/acmn.mac,Looks for and then plots and lists any areas shared by two volumes,165,10,1
Macros,Prep7,ACOMPLOT,Eric Miller (PADT),http://ansys.net/macros/acomplot.mac,Finds any areas that are shared by the selected set of volumes and plots them.  Useful to check VGLUEs,166,10,9
Macros,Prep7,TRIM5,Rod Scholl &amp; Jeff Strain (PADT),http://ansys.net/macros/trim5.mac,"Macro entry for ""APDL Guru"" contest by PADT.
<i>""Here is the scenario. I have a number of straight lines in the XY plane. I would like a macro that does the following:
<ol>
<li>Allows me to select any two lines, but only two.
<li>If the two lines intersect, they are both divided at the intersection point and the resulting four lines are connected such that they share a common keypoint at the intersection point.
<li>If the lines do not intersect, the first line is extended until it is tangent to the second line.
</ol>
The macro should be capable of handling the special case in which the second line needs to be extended in order for intersection to occur. If this case should occur, the macro should extend both lines to a common intersection point and then join the two lines together. However, if the second line does not require extension, then the macro should divide the second line at the intersection point and join the two pieces of the original second line together with the first line, which has been extended.""</i>",167,3.333333333,3
Macros,Prep7,AREACAL,Carl Ostervig (Tech Inno),http://ansys.net/macros/areacal.mac,This macro calculates the number and area for all selected elements.,168,10,2
Macros,Prep7,HORZ,Rod Scholl (PADT),http://ansys.net/macros/horz.mac,Generates a big long horizontal line at specified location,169,10,1
